Abundances (Grouped): Total Proteins,Abundances (Grouped): No Wash,"Abundances (Normalized): F1: Sample, Total Proteins, Total1, 1","Abundances (Normalized): F2: Sample, Total Proteins, Total1, 2","Abundances (Normalized): F7: Sample, No Wash, MF1, 1","Abundances (Normalized): F8: Sample, No Wash, MF1, 2","Abundance: F1: Sample, Total Proteins, Total1, 1","Abundance: F2: Sample, Total Proteins, Total1, 2","Abundance: F7: Sample, No Wash, MF1, 1","Abundance: F8: Sample, No Wash, MF1, 2"
152,48,1272679.313,907288.427,402246.1036,286314.8438,463461.875,430256.0313,378895.1875,286314.8438
158.6,41.4,1467770.941,2890640.243,292030.2401,992255.5313,534506.8984,1370804.875,275077.5,992255.5313
31.5,168.5,65086.08888,77396.26702,409276.3101,351296.375,23701.90234,36703.00391,385517.2813,351296.375
,200,,,1452076.45,1487559.375,,,1367781.5,1487559.375
194.1,5.9,34947712.98,34063828.46,1004746.017,1096372.781,12726640.89,16153813.06,946419.1875,1096372.781
180,20,12262169.56,11353239.39,1309463.453,,4465420.344,5383954.625,1233447.375,
42.1,157.9,133818.9567,72206.90268,382923.7267,354002.5938,48731.82422,34242.09375,360694.5,354002.5938
35.5,164.5,432025.6436,351515.1695,1626966.02,2005860.473,157327.4688,166696.1875,1532518.5,2005860.473
67.8,132.2,1025471.312,832703.484,1614284.862,2007875.75,373438.0313,394886.2188,1520573.5,2007875.75
15.3,184.7,1628505.51,1812210.148,20284093.2,21258502.13,593040.375,859389.7188,19106574.88,21258502.13
101.5,98.5,4147000.43,4485833.64,,4189157.5,1510181.375,2127280.5,,4189157.5
175.1,24.9,6997079.267,7157272.17,905049.9676,1120821,2548072.75,3394135.125,852510.625,1120821
72.8,127.2,7132297.808,6304512.872,12387848.15,11065283.38,2597314.25,2989738,11668717.25,11065283.38
145.4,54.6,7724499.869,6998477.206,2686881.958,2830278.891,2812971.938,3318831.077,2530904.922,2830278.891
200,,10386864.86,13080481.21,,,3782505,6203050.5,,
190.5,9.5,14312752.71,13066374.68,681616.2856,,5212165.5,6196360.875,642047.5625,
157.1,42.9,12087920.78,13321328.51,3960992.188,3036270.5,4401965.5,6317265.563,3731051.375,3036270.5
,200,,,650296.5062,582133.875,,,612545.9375,582133.875
37.6,162.4,45051213.97,42218881.38,176355581.3,200580107,16405955.44,20021117.66,166117907.5,200580107
,200,,,2149578.089,4570397.25,,,2024792.25,4570397.25
6.7,193.3,3968275.858,477373.241,39193679.66,40232298.94,1445096.617,226380.8398,36918434.94,40232298.94
127.4,72.6,5866735.299,6121206.968,2852487.102,4093188.813,2136444.047,2902810.328,2686896.469,4093188.813
125.3,74.7,319672715,318315300.9,189108557.3,191603387.7,116412763.5,150952083.1,178130556.5,191603387.7
79,121,4375014.638,3758067.534,6590130.406,5855227.563,1593215.563,1782157.883,6207564.656,5855227.563
19.2,180.8,107928494.2,111216125.7,992162882.3,1075965152,39303492.87,52741121.15,934566520.3,1075965152
171.8,28.2,9989441.661,5822601.86,1234013.748,1270046.617,3637778.438,2761205.25,1162377.625,1270046.617
43.3,156.7,2584682.091,2685530.299,10079698.13,9020690.313,941243.875,1273537.25,9494558.375,9020690.313
193.4,6.6,15526849.98,20059451.56,599502.0724,609246.875,5654294,9512631,564700.1875,609246.875
200,,1194873.268,312473.7475,,,435127.8438,148181.8906,,
181.4,18.6,12111674.09,10862348.67,1364123.858,1014900.969,4410615.563,5151163.5,1284934.672,1014900.969
9.5,190.5,1193166.81,1169155.458,24194888.62,22999098.72,434506.416,554439.1094,22790343.47,22999098.72
122.3,77.7,15992961.47,18197103.42,9993466.319,11733659.94,5824034.25,8629464.75,9413332.438,11733659.94
131.7,68.3,88247446.97,80739070.03,42161361.98,45365070.85,32136396.67,38288234.27,39713839.39,45365070.85
45.5,154.5,325430.0904,112028.4184,561898.4116,747239.75,118509.3828,53126.32813,529279.4688,747239.75
54.5,145.5,944293.2306,691962.2738,2218083.679,2096250.25,343876.0313,328143.6563,2089321,2096250.25
69.6,130.4,283332.0644,353966.2406,575183.3378,611157.1875,103178.8672,167858.5391,541793.1875,611157.1875
53.6,146.4,1442307.816,2382610.129,4858562.98,5269844.25,525234.1875,1129885.875,4576517,5269844.25
187.9,12.1,1302299.945,2187750.793,110541.1865,107083.6719,474248.5938,1037479.313,104124.125,107083.6719
143.6,56.4,19264129.63,18424704.68,7681126.378,7115542.375,7015270.5,8737398.25,7235226.875,7115542.375
45.2,154.8,295499.7147,485770.8872,1404815.682,1195583.391,107609.8672,230363.1875,1323264.281,1195583.391
74.9,125.1,40394563.06,37699169.02,75850396.8,55961537.31,14710178.55,17877771.13,71447181.37,55961537.31
51.3,148.7,218198.703,224992.3824,586524.3882,704071.5625,79459.75,106696.3125,552475.875,704071.5625
19.8,180.2,32911.27769,,334937.202,268600.625,11985.04785,,315493.6563,268600.625
44.3,155.7,5014389.734,3601262.575,13044462.05,17103816.34,1826051.893,1707797.539,12287213.84,17103816.34
78.1,121.9,15174090.13,19161942.22,25716727.15,27537223.67,5525832.147,9087012.426,24223837.27,27537223.67
115.2,84.8,57805867.95,50914397.07,38087413.22,41849366.52,21050720.06,24144721.53,35876388.72,41849366.52
133.9,66.1,4749871.668,15679063.28,3578274.02,5081522,1729724.375,7435355,3370550.5,5081522
,200,,,2491079.177,3405254,,,2346468.75,3405254
35.4,164.6,737756.0505,1284055.95,4080878.911,5007308.219,268662.9688,608927.4375,3843978.516,5007308.219
,200,,,9702493.528,8856156.5,,,9139251,8856156.5
37.2,162.8,1213760.755,1447907.51,5325024.266,6335134.938,442005.9551,686629.4336,5015899.594,6335134.938
173.8,26.2,176289488.4,202218659.4,27523786.19,29360002.12,64197992.39,95896514.55,25925994.15,29360002.12
182.5,17.5,129661043.2,109661736.5,10582476.46,12376139.64,47217668.72,52003995.78,9968149.766,12376139.64
135.1,64.9,888776.0948,1184490.217,481264.2418,505234.8125,323658.7813,561711.1875,453326.2188,505234.8125
55.9,144.1,64749478.24,62748379.47,157617187.7,171193349.8,23579321.42,29756655.01,148467302.4,171193349.8
66.1,133.9,27188099.69,20060271.47,47868245.11,46827277.31,9900881.969,9513019.82,45089430.44,46827277.31
51.6,148.4,3446581.093,3361904.669,10243552.33,9360806,1255115.031,1594288.781,9648900.625,9360806
153.8,46.2,734194.8812,970442.0123,236551.2358,272019.3125,267366.125,460204.8438,222819.125,272019.3125
126.7,73.3,48770552.87,51151870.25,28231848.94,29517707.16,17760398.59,24257336.51,26592952.92,29517707.16
135.6,64.4,154692872.7,159234517.6,164154246,33922750.29,56333318.3,75512493.63,154624875.8,33922750.29
27.3,172.7,13263934.33,12057915.4,77883353.36,82239859.67,4830225.346,5718127.41,73362122.12,82239859.67
159.3,40.7,104754167.2,97763342.7,24399115.81,27448495.75,38147522.5,46361517,22982715,27448495.75
190.5,9.5,32479463.47,34878776.48,1555916.712,1800736.539,11827797.38,16540279.25,1465593.697,1800736.539
86.1,113.9,57385971.08,54208938.89,74635984.3,73059848.32,20897809.44,25707065.38,70303267.11,73059848.32
,,,,,,,,,
193.1,6.9,627676622.4,645746732.9,23896125.1,21499004.93,228576186.8,306227235.2,22508923.57,21499004.93
,,,,,,,,,
,200,,,303541.0184,163663.0938,,,285920.0625,163663.0938
63.1,136.9,1572272.69,1454205.862,3319081.025,3246681.75,572562.5,689616.25,3126404,3246681.75
,200,,,345567.1268,782418.625,,,325506.5,782418.625
,200,,,306087.1032,405262.4063,,,288318.3438,405262.4063
18.5,181.5,797303.6905,842980.5248,7659250.319,8439199.75,290347.9766,399759.8164,7214620.75,8439199.75
32.4,167.6,4924665.107,6392487.874,28044280.48,30123591.56,1793377.563,3031457.672,26416273.06,30123591.56
119.1,80.9,117674720.3,112436129.6,77703153.23,78496512.64,42852701.36,53319673.69,73192382.84,78496512.64
144.6,55.4,164077663.1,163100014.9,63263223.61,61951422.25,59750905.52,77345597.07,59590710.16,61951422.25
200,,6812973.189,6777339.001,,,2481028.25,3213962.5,,
,,,,,,,,,
177.6,22.4,36216828.59,34924219.34,4637271.367,4322072.688,13188805,16561829.25,4368071.656,4322072.688
175.6,24.4,4060309.525,4889623.125,1868935.047,204235.1875,1478611.813,2318766.313,1760440.906,204235.1875
187.5,12.5,22570507.37,22960017.27,1375036.492,1667226.625,8219328.75,10888142.75,1295213.813,1667226.625
150.3,49.7,1207741.928,1532801.454,456380.1567,442757.125,439814.125,726888,429886.6875,442757.125
200,,3227758.269,4447588.884,,,1175428,2109144,,
187.5,12.5,86785748.98,89363635.19,5747486.605,5951967.625,31604101.31,42378191.84,5413837.438,5951967.625
189,11,59979914.93,58458370.93,3755267.058,3189543.928,21842426.09,27722239.06,3537268.859,3189543.928
133.5,66.5,5209757.225,2949116.298,2017324.998,1886254.5,1897197.375,1398535.5,1900216.625,1886254.5
192.4,7.6,5907239.084,6200205.687,247617.1916,233362.7969,2151194,2940273.25,233242.6875,233362.7969
178.2,21.8,224036682.8,222672986.8,25136989.4,29847181.72,81585722.34,105596404.3,23677754.06,29847181.72
155.6,44.4,3469742.724,4678810.814,1451751.857,910738.8125,1263549.625,2218794.5,1367475.75,910738.8125
171.7,28.3,138213525.1,138186301.2,21714974.21,23966617.75,50332160.53,65530968.7,20454391.36,23966617.75
152.8,47.2,2150736679,2052363971,640300333.9,656197702.1,783217298.8,973275918.1,603130056.3,656197702.1
94.8,105.2,5539247.983,6818985.513,6008675.528,7747582.625,2017185.5,3233712.188,5659864,7747582.625
171.5,28.5,29599988.57,30096791.78,2768410.235,8915139.625,10779201.06,14272557.44,2607700.375,8915139.625
155.1,44.9,185571963.1,196771781.1,54316357.01,56200129.58,67578320.09,93313485.63,51163220.95,56200129.58
93.1,106.9,2682635.325,3000162.282,3025144.663,3502239.5,976914.7539,1422742.623,2849531.031,3502239.5
26.3,173.7,841657.2568,,5276536.121,5868051.875,306499.875,,4970226.25,5868051.875
100.5,99.5,1568611.162,2715742.027,2130382.714,1956632.824,571229.1094,1287864.313,2006711.191,1956632.824
77.7,122.3,11630066.28,12530626.92,19997384.6,18066019.82,4235232.137,5942297.561,18836510.09,18066019.82
82.6,117.4,5338941.026,6064483.356,7594913.215,8626615,1944241.25,2875910.75,7154018.5,8626615
,200,,,2762248.939,2157894.75,,,2601896.75,2157894.75
73.5,126.5,2679566.628,1849941.101,3950819.328,3709254.75,975797.25,877282.5625,3721469.063,3709254.75
27.1,172.9,7189883.904,6011857.444,41950174.84,41989810.5,2618284.938,2850954.391,39514911.94,41989810.5
108.4,91.6,63496160,58519959.06,50565607.02,52409236.78,23122910.13,27751445.5,47630206.94,52409236.78
77.2,122.8,3343724.75,4099203.711,6022206.785,5770877,1217658.625,1943932.125,5672609.75,5770877
26.9,173.1,89879.35408,115929.7599,617957.961,697859.125,32730.67578,54976.42969,582084.6875,697859.125
13.1,186.9,266019.5374,322027.6875,3899464.951,4468530.875,96874.29688,152712.5781,3673095.875,4468530.875
146.8,53.2,57369495.74,58116152.94,21575048.79,20275715.84,20891809.74,27559951.8,20322588.8,20275715.84
7.7,192.3,449256.798,,10808289.45,11729293.17,163602.4063,,10180854.02,11729293.17
154.1,45.9,10484327.49,11074936.26,3138682.447,3282141.219,3817997.219,5251977.188,2956477.797,3282141.219
40.2,159.8,6590567.55,4060338.288,20961999.46,20172541.59,2400036.492,1925501.291,19745127.78,20172541.59
177.8,22.2,308681564.8,302071426.7,34274037.49,42330164.93,112410200.6,143248882.4,32284384.47,42330164.93
68.6,131.4,136847053.7,143358715,275379944.9,260948070,49834543.11,67983840.55,259393776.5,260948070
23.4,176.6,2693396.591,4242364.604,25406069.61,25598091.28,980833.6016,2011822.154,23931213.81,25598091.28
123.6,76.4,75518661.9,81376533.52,60772760.15,38586441.15,27501052.53,38590533.41,57244821.38,38586441.15
90.7,109.3,3148671.288,2296714.157,3444012.061,3049656.813,1146627.5,1089152.125,3244082.625,3049656.813
108.6,91.4,1310627.597,2032326.859,1410765.548,1339932.594,477281.2109,963773.8809,1328868.75,1339932.594
104.9,95.1,32520000.37,30528023.92,30234492.68,26944542.73,11842559.39,14477057.16,28479340.56,26944542.73
72.4,127.6,19903091.21,14573295.35,31172159.11,28858844.66,7247956.242,6910975.641,29362574.22,28858844.66
,200,,,32245950.85,29955681.78,,,30374030.94,29955681.78
78.6,121.4,169141822.5,171654832.8,259588600,266592305.6,61595081.66,81402478.98,244519139.9,266592305.6
81.6,118.4,3310499.355,2845078.304,4474974.081,4431445.293,1205559.188,1349198.406,4215195.941,4431445.293
3.2,196.8,218941.4875,177758.2387,12504708.78,11587090.59,79730.24414,84296.84766,11778793.97,11587090.59
,,,,,,,,,
114.1,85.9,54752620.54,50423685.4,39446541.55,39607002.59,19938842.34,23912015.31,37156617.86,39607002.59
139.4,60.6,6817669.584,7839529.006,2833294.741,3572281.5,2482738.5,3717676.25,2668818.25,3572281.5
17.1,182.9,586162.9875,1146050.274,8321775.795,9265570,213458.4844,543482.125,7838685.75,9265570
133.2,66.8,5269827.618,4824342.371,2555059.573,2506982.5,1919072.75,2287808.75,2406735,2506982.5
117.7,82.3,6312930.748,6472261.613,4623074.435,4315450.125,2298931.625,3069288.125,4354698.875,4315450.125
109.2,90.8,56676399.41,53904460.52,47343121,44562645.03,20639410.16,25562675.07,44594790.47,44562645.03
91.2,108.8,118659628.3,125227362.7,145895129.4,144670616.9,43211367.73,59385556.45,137425725,144670616.9
92.2,107.8,9963342.896,10763043.89,12650623.15,11589793.38,3628274.25,5104071,11916237.81,11589793.38
119.7,80.3,4553811.057,4923911.267,2935822.089,3431945.406,1658326.484,2335026.5,2765393.75,3431945.406
98,102,51184993.3,58567647.69,55896394.17,58058871.84,18639646.87,27774060.49,52651534.87,58058871.84
87.8,112.2,899005.7358,620216.1259,,955094,327384.0313,294120.0625,,955094
,200,,,254144.8661,216420.8906,,,239391.4219,216420.8906
11.5,188.5,54995.13836,31951.60485,590116.8079,806761.6875,20027.1582,15152.15039,555859.75,806761.6875
,200,,,234477.7915,253810.8438,,,220866.0469,253810.8438
,200,,,,3535784.5,,,,3535784.5
129.9,70.1,697258480.4,690379129.3,373507989.1,375298625.8,253915278.9,327392894.5,351825358.4,375298625.8
129.5,70.5,12785285.76,12623919.75,7030103.734,6798527.813,4655919.563,5986539.063,6621996.953,6798527.813
154.3,45.7,27944996.16,29190542.66,8107899.992,8801606.891,10176515.16,13842794.27,7637225.719,8801606.891
200,,933900.7157,1202387.693,,,340091.4688,570198.5625,,
162.5,37.5,216371462.5,243799852.7,51736081.41,54349018.96,78794337.8,115615226.6,48732733.75,54349018.96
50.5,149.5,145194887.2,146226884.1,430321634.4,432488494.1,52874509.68,69343989.14,405340896.8,432488494.1
37.1,162.9,4340098.977,4081727.253,18928629.76,18041241.88,1580500.594,1935644.406,17829797.88,18041241.88
30.8,169.2,14620805.24,9901545.256,64491077.52,67831152.69,5324346.629,4695529.49,60747285.53,67831152.69
18.8,181.2,2232738.091,882854.6019,14825832.34,12347923.06,813079.125,418668.9766,13965173.25,12347923.06
200,,896659.4265,1623118.747,,,326529.5938,769718.4375,,
31.4,168.6,13433111.14,11405738.57,65865388.11,67068748.52,4891833.168,5408850.883,62041815.58,67068748.52
38.5,161.5,19970250.25,19078549.85,80619612.17,83145834.91,7272413.035,9047465.938,75939537.5,83145834.91
14.6,185.4,6392943.655,4573969.069,68794288.36,68691675,2328069.313,2169076.25,64800689.31,68691675
39.7,160.3,16071712.72,13101683.65,56369708.11,60716342.23,5852712.492,6213105.163,53097372.31,60716342.23
52.9,147.1,37713341.52,32936368.54,96176964.11,100011611.7,13733778.65,15619146.89,90593764.67,100011611.7
96,104,29939836.2,37185116.25,36991929.54,35286884.38,10902960.77,17633996.05,34844499.31,35286884.38
82.5,117.5,53231749.29,55571233.73,77584581.51,77385515.05,19384998.31,26353095.41,73080694.38,77385515.05
,200,,,104901.2163,69560.66406,,,98811.5625,69560.66406
99.8,100.2,36810124.67,39667518.2,32898201.42,44686025.13,13404861.09,18811205.39,30988417.5,44686025.13
142.3,57.7,,1833690.928,626156.1999,881578.75,,869576.375,589807.0078,881578.75
116.9,83.1,1041744.703,1174323.958,593071.7858,1040540.063,379364.1875,556890.125,558643.1875,1040540.063
74.6,125.4,22559897.75,20025946.67,38269051.93,33365215.72,8215465.125,9496742.25,36047483.06,33365215.72
200,,2577588.929,2490843.746,,,938660.8125,1181212.625,,
144.4,55.6,664067.1599,1442145.975,393025.6902,360739.4688,241828.25,683897.1875,370210.0313,360739.4688
184.4,15.6,55724027.02,34134409.28,3269497.893,4169406.305,20292592,16187284.03,3079699.234,4169406.305
126.3,73.7,1340211.008,1045538.715,690347.5866,,488054.375,495817.3438,650272,
7.5,192.5,1221222.287,1632401.322,36146898.3,36704006.84,444723.1641,774120.4375,34048523.25,36704006.84
56.4,143.6,1240522.037,1451795.598,3375359.568,3466351,451751.4063,688473.25,3179415.5,3466351
127,73,452912.8341,869557.0787,236789.8037,548468.9375,164933.7969,412363,223043.8438,548468.9375
151.4,48.6,20065924.52,25981909.63,8277251.873,6499212.25,7307254,12321190.25,7796746.5,6499212.25
150.6,49.4,46787810.67,44883674.4,14441622.94,15666800.78,17038358.55,21284820.84,13603267.71,15666800.78
18.9,181.1,265466.4487,244731.6258,1790168.117,3316586.5,96672.88281,116057.0938,1686246.5,3316586.5
77.6,122.4,3597809.235,2886001.592,5027838.125,5133938,1310186.625,1368605.125,4735965.5,5133938
,200,,,3748030.879,4573292.5,,,3530452.75,4573292.5
31.5,168.5,2590982.509,2061052.191,11820237.35,12973351.38,943538.25,977396.0625,11134057,12973351.38
8.4,191.6,,41185.36169,971581.3919,915999.6875,,19531,915179.8125,915999.6875
42.6,157.4,10816161.19,9068313.114,37236850.76,36054126.47,3938838.555,4300392.57,35075202.53,36054126.47
28.7,171.3,2202132.064,2602690.122,13065731.68,15619226.75,801933.5625,1234252.625,12307248.75,15619226.75
35,165,5702188.916,1763067.096,15656021.31,14243003.13,2076522.451,836085.0078,14747168.66,14243003.13
68.7,131.3,6333767.523,,12974861.55,11300660,2306519.594,,12221653.75,11300660
133.1,66.9,28459546.98,26298839.95,14412806.66,13109412.06,10363895.19,12471485.55,13576124.25,13109412.06
116.9,83.1,10806247.71,11679007.52,8439543.092,7546991,3935228.438,5538441,7949616.5,7546991
,,,,,,,,,
126.7,73.3,142396374.8,188525343.4,93551807,95930444.52,51855396.86,89402844.39,88121001.39,95930444.52
61.5,138.5,2258905.851,1615912.205,3986354.106,4645778,822608.4375,766300.9375,3754941,4645778
63,137,15664522.13,15781937.14,31455799.56,37237995.45,5704429.012,7484140.035,29629748.97,37237995.45
139.4,60.6,227212385.7,202663997.1,94369203.7,92286824.95,82742193.74,96107703.44,88890947.14,92286824.95
52,148,19866920.95,20308272.52,51557226.56,63488297.48,7234784.395,9630627.347,48564261.66,63488297.48
38.3,161.7,845680648.8,906267322.4,3746597056,3657559382,307965042.8,429771801.1,3529102163,3657559382
27.4,172.6,390836985.8,395220580.7,2518923627,2429055610,142328110.8,187422250.1,2372696793,2429055610
,200,,,2082715.37,2390209.75,,,1961811,2390209.75
,200,,,4966477.033,4883187,,,4678166.5,4883187
119.7,80.3,27639865.42,25615590.07,17775958.16,17903606.78,10065398.03,12147473.5,16744040.38,17903606.78
127.4,72.6,3768585.749,4295890.383,2106319.761,2500791.5,1372377,2037205.25,1984045.125,2500791.5
83.2,116.8,6557448.413,6159737.322,8432765.553,9427416.469,2387975.75,2921082.266,7943232.406,9427416.469
126.3,73.7,20138244.32,27849203.67,13083674.29,14627014.38,7333590.148,13206701.96,12324149.77,14627014.38
94.9,105.1,52628147.52,59387277.01,63762456.29,60050016.04,19165189.28,28162746.66,60060961.73,60050016.04
126.1,73.9,13767341.72,15665929.93,8878187.857,8342324.313,5013547.359,7429126.875,8362797.359,8342324.313
130.8,69.2,8767778.572,8327159.123,5064185.398,4041959.734,3192894.75,3948921.125,4770202.766,4041959.734
71.1,128.9,44653675.77,29584698.7,58429145.84,74441487.2,16261187,14029711.69,55037256.97,74441487.2
200,,12281905.69,10951750.91,,,4472607.5,5193560,,
196.5,3.5,2524543.733,3000472.267,49059.31736,50208.59375,919343.75,1422889.625,46211.35938,50208.59375
200,,1978565.734,1477954.766,,,720519.125,700878.5,,
200,,2599868.484,6262708.601,,,946774.1875,2969913.5,,
167.8,32.2,1593856.471,2273230.161,310236.4137,431239.2188,580422.5,1078015.5,292226.7813,431239.2188
,200,,,6149491.188,6498812.25,,,5792505.125,6498812.25
92.7,107.3,5365590.885,7217297.341,7508645.511,6897231.781,1953946.125,3422600.375,7072758.75,6897231.781
33.2,166.8,,1160348.564,5532503.091,6131655.5,,550262.6875,5211334,6131655.5
105,95,107742109.6,114980765.5,107008969.5,94690864.67,39235618.61,54526395.74,100796957.9,94690864.67
114.6,85.4,40960934.97,39784469.73,30708016.37,29436715.89,14916429.87,18866666.37,28925375.57,29436715.89
65.3,134.7,5308556.997,7522777.494,12712121.72,13385949.13,1933176.531,3567465.75,11974166.31,13385949.13
,200,,,3159998.579,3144051.25,,,2976556.5,3144051.25
65.2,134.8,7256561.327,9357216.552,16869205.87,17212310.5,2642566.344,4437396.904,15889926.25,17212310.5
24.3,175.7,1500908.57,931395.4833,7829892.311,9291595.125,546574.375,441688.125,7375356.75,9291595.125
46.7,153.3,,951210.904,2946861.836,3310066.375,,451085.0313,2775792.625,3310066.375
72.8,127.2,2482673.67,2647513.022,4022978.447,4992757.5,904096.25,1255508.625,3789439.25,4992757.5
,200,,,647888.599,672570.4375,,,610277.8125,672570.4375
13.6,186.4,307568.6153,2030466.793,10712593.27,10895560.25,112004.9063,962891.7969,10090713.13,10895560.25
113.9,86.1,2718130.664,1676934.596,1601139.601,1629123.625,989840.8193,795239.0908,1508191.338,1629123.625
72.2,127.8,595550.456,553001.4801,941544.0437,1095230.984,216877.0469,262245.4063,886886.1719,1095230.984
114,86,344614793,357889701.6,268791857.4,260790020,125495729,169719130.2,253188136.1,260790020
,200,,,2881163.06,2985436.75,,,2713907.75,2985436.75
183.7,16.3,15456091.01,9087415.574,1057780.519,1048438.434,5628526.25,4309451.375,996374.9668,1048438.434
119.4,80.6,314857259.3,326313277.4,211817531.2,220649063.6,114659155.9,154744898.7,199521244.6,220649063.6
40.9,159.1,20644822.76,18500719.47,78594568,73610558.25,7518066.938,8773446.125,74032049.81,73610558.25
123.4,76.6,23265346.33,26251405.85,14794111.27,15898582.69,8472362.932,12448991.26,13935293.63,15898582.69
84.6,115.4,5028109.614,5758262.517,6833278.04,7880963.875,1831048.156,2730694.125,6436597.25,7880963.875
56.2,143.8,3279809.36,3208199.558,7809858.352,8804085.672,1194383.047,1521398.453,7356485.789,8804085.672
66.7,133.3,17151398.46,17409922.34,33532371.72,35549481.06,6245893.375,8256166.25,31585773.38,35549481.06
97,103,58073948.18,53595333.48,53183657.35,66097360.63,21148344.79,25416080.26,50096276,66097360.63
46.9,153.1,14394899.87,12747866.67,42847174.01,45519395.25,5242080.4,6045317.406,40359839.13,45519395.25
109,91,1872108.705,2167625.588,1481232.779,1909853.453,681751.4844,1027935.5,1395245.266,1909853.453
53.1,146.9,80080242.84,88686026.83,235197105,231090318,29162208.52,42056855.13,221543603.3,231090318
42.7,157.3,6169226.379,6469807.428,21445500.27,25227173.86,2246599.906,3068124.297,20200560.73,25227173.86
,200,,,340290.9968,503859.5313,,,320536.6563,503859.5313
,200,,,4936607.405,3930539.156,,,4650030.844,3930539.156
41.8,158.2,3597200.163,2521549.113,11504036.2,11264779.75,1309964.824,1195773.782,10836211.75,11264779.75
74.7,125.3,40525694.53,42534153.71,63593813.11,76324968,14757931.7,20170626.7,59902108.5,76324968
33.6,166.4,3091228.157,2204173.88,15091204.28,11074653,1125708.875,1045267.5,14215140,11074653
,200,,,4972570.783,4968965.25,,,4683906.5,4968965.25
48.4,151.6,7561859.492,7512344.746,21923208.27,25408453.91,2753744.438,3562518.313,20650537.16,25408453.91
12.2,187.8,744688.3126,357995.9174,7622636.494,8349416.734,271187.4375,169769.5,7180132.406,8349416.734
135.3,64.7,44946029.95,41593960.41,22006831.31,19462628.1,16367651.38,19724766.45,20729305.77,19462628.1
14.3,185.7,1561387.323,2453469.8,25679123.97,25104085.63,568598.459,1163489.082,24188417,25104085.63
38.7,161.3,417078311.7,391514159.8,1635237728,1737083135,151884213.4,185664584.2,1540310024,1737083135
,200,,,4771962.455,5599987,,,4494943.75,5599987
125.9,74.1,257531440.1,248041776.9,147945668.9,149717288.4,93783251.5,117626839.9,139357228,149717288.4
19.7,180.3,5303939.122,5867545.615,50615884.24,51399500.56,1931494.875,2782518.563,47677565.5,51399500.56
101.5,98.5,7063947.754,6877681.731,6942529.944,6590496.469,2572423.734,3261547.219,6539506.938,6590496.469
80.6,119.4,3008562.071,2647336.153,4014091.419,4360684.25,1095605,1255424.75,3781068.125,4360684.25
,200,,,,312753.3438,,,,312753.3438
106.8,93.2,355111417.4,356644436.5,315322865.9,305712154.3,129318204.3,169128598.2,297017958.2,305712154.3
93,107,329617235.3,290304642.8,352550986.1,359434669.1,120034183.3,137668815.9,332084937,359434669.1
119.4,80.6,57580188.55,62084091.26,40657051.19,40086937.94,20968536.13,29441635,38296855.82,40086937.94
136.2,63.8,7362568.737,12786122.17,4493070.239,4587064.293,2681170.25,6063459,4232241.594,4587064.293
,200,,,2666351.033,3438004.594,,,2511565.844,3438004.594
94.5,105.5,6673917.128,5009463.337,6390004.572,6528629.141,2430389.27,2375597.164,6019056.391,6528629.141
,,,,,,,,,
178.8,21.2,7169888.39,6657497.422,624524.6669,1077059.406,2611003.324,3157131,588270.1875,1077059.406
198.7,1.3,3033252.296,2952584.611,19472.0521,,1104596.25,1400180.25,18341.67383,
22.2,177.8,554850.8018,775171.7396,5503883.366,5023235.375,202055.7656,367603.4063,5184375.688,5023235.375
102.8,97.2,5795178.313,6664865.281,6049275.935,5716919.5,2110385.688,3160625,5698107.5,5716919.5
21.6,178.4,817094.1109,1354849.616,8272011.539,9128092.875,297554.9023,642499.3438,7791810.375,9128092.875
191.5,8.5,5062169.115,4734948.432,348509.7135,136504.3594,1843451.344,2245416.188,328278.2656,136504.3594
53.4,146.6,2779539.727,4797474.806,6364204.036,15780738.52,1012203.688,2275067.563,5994753.609,15780738.52
126.3,73.7,65795194.68,68136518.72,38295143.45,39896091.56,23960131.97,32311828.58,36072059.94,39896091.56
126.7,73.3,10830038.87,14124618.35,6763313.639,7555236.969,3943892.281,6698203.188,6370694.375,7555236.969
37.9,162.1,1892070.211,2075583.141,7452378.247,9652076.625,689020.7129,984286.957,7019757.875,9652076.625
136.6,63.4,6479514.249,7769843.8,3146985.662,3439572.563,2359595.063,3684630,2964299,3439572.563
183.4,16.6,607494217.7,597702807.7,62911878.97,47133684.6,221226515.1,283443754.2,59259761.53,47133684.6
41.6,158.4,1800684.73,3405688.828,9612958.528,9257175.563,655741.5625,1615052.188,9054913.625,9257175.563
145.7,54.3,145339244.3,143282667.1,53269097.57,54270915.52,52927079.09,67947776.99,50176756.3,54270915.52
79.9,120.1,70105211.28,93778374.27,112890628.1,131851902.8,25529677.7,44471757.75,106337178.5,131851902.8
140.4,59.6,63518237.98,60787310.38,27374255.76,25460556.93,23130950.09,28826673.13,25785144.16,25460556.93
47,153,79835914.25,90710378.13,286929345.5,266999120,29073233.25,43016846.82,270272719.1,266999120
82,118,589100413.7,585976986.8,795650068.3,897761264.6,214528184.4,277883113.3,749461533.9,897761264.6
71.9,128.1,37627396.21,34805806.48,64527412.95,64459429.66,13702480.6,16505675.28,60781511.64,64459429.66
91.3,108.7,356379010.2,321604946.4,411277349,394428117.3,129779813.8,152512105,387402157.2,394428117.3
77.3,122.7,136177548.9,157505528.8,229278251.9,235770967.2,49590734.68,74692569.3,215968347.4,235770967.2
