"Abundance: F1: Sample, Total Proteins, Total1, 1","Abundance: F2: Sample, Total Proteins, Total1, 2","Abundance: F7: Sample, No Wash, MF1, 1","Abundance: F8: Sample, No Wash, MF1, 2"
497496.2188,358829.2188,,
4943215.758,8389053.891,12478492.88,15341165.63
807211.3125,1269345.625,434963.2188,742739
,,2935981,3095799
343749.2969,531229.8984,12739296.56,14421568.33
,26623.19141,3837490.063,4290647
188201781.3,246055923.6,504193803.2,554219172.6
7884535.688,8064972.461,2256018.625,2107075.969
11214082.97,15313875.56,464018.3203,503163.4219
633014.9375,1140229.875,5278018.5,5273894.375
,53823.34375,271106.8438,390880.9063
135462.918,181184.75,2476783.766,2815208.047
1135032.313,1581624.734,4273822.617,5552458.227
,,1581435.125,1960894.625
,,1340731.875,1701173.125
,,522614.5313,510354.9375
,2301140.75,9649485.594,8713067.875
275842.7813,395402.8438,3779351.844,4329880.281
489223.0938,588039.75,4047358.25,2961072.25
,61011.78906,4379170.438,4373589.75
,,254549.0313,374064.6875
999008.5625,1145342.5,3620885,5080086.188
4180080.125,6205805.25,9420726.5,10393538.88
1818349.106,2333603.369,15181040.31,16921745.94
13314260.42,17002435.77,100928356.2,105309307
409010.6895,980643.2188,4098955.938,4263795.781
,,1595968.25,1635669.375
7323402.781,7177476.563,17672726.59,15605533.25
7092231.625,9226855.497,3937474.813,3883064.031
160174.7012,83283.47656,8853365.063,13639173.13
11633637.25,16787011.19,1699700.68,1405984.266
20088654.31,31544081.05,119373042.4,121691868.4
8000412.226,9074376.439,11528768,12824825.38
14359398.81,17686654.5,3841811.25,4414277.25
964511.875,1382612.75,342014.1875,355631.1875
586842.25,1119436.125,1614148.125,1907886
27351482.09,40286268.38,10822937.09,13017685.98
4609381.625,6369959.313,6591539.758,6142636
1738335.75,2483838.5,,
800463.125,846313.625,3990642,4418544.5
249352.375,499438.1875,3274251.813,2654888.125
304987.125,389591.4219,28205698.34,31815344.08
8749004.332,11546317.17,21763375,28602961.72
24916497.94,31197596.39,89952689.58,104809732.2
20054905.88,23083136.64,9486814.289,10688682.25
583040.6875,680506.9375,323481.6563,317719.9375
15696426.22,20802292.26,51509483.28,56205064.94
2826225.438,3575126.53,4226461.063,4903125.375
3687971,4127846.5,3284716,3731394.422
28771349.88,41046877.5,10061154.8,8956042.953
2253891.438,2487548.969,271079.5938,301732.1875
15122795.13,20415817.25,4384847.625,5017131.25
5531014.879,6115637.242,732079.9082,1025451.625
3879745.125,4110950.875,741354.4375,748982.0625
8252811.625,7958803.5,6105279.5,5798121.5
4592598.031,7248359,,
2133825.25,4816406.5,,
4155876.66,5533459.441,3448349.984,4151053.313
18213458.01,20001781.85,3588097.406,3130235.563
7070171.688,9119564.75,4659495.688,4330261.609
,,456726.25,545603.5625
4096842,5444640,3518451.75,3497034.5
523110.0938,1161100.25,39736.37109,
2003473.375,2883239.75,,
8858457.563,10801069.69,4698749.625,5186666.5
4337613.938,4950179.906,839255.3125,893849.9375
17638490.84,25202609.63,15547922.54,18908731.55
2805047.317,2822661,2121908.063,2016003.125
1290728.875,1872932.125,13162540.5,15853092
,,,397744.8125
,431421.7344,172808.7891,143466.7031
27804211.34,39673290.78,60327882.88,72321984.74
526293.4375,996657.5,5529848.5,8103538
,,5492179.5,5156803
,55622.06641,1038796.938,
429548.2344,1375377.93,4815397.625,5336474.625
2358382.708,2442716.781,6082830.344,6698026.375
,44048.39063,491548.9688,551940.25
70674712.01,93119950.07,202214765,218600955.5
60659.67383,160193.1094,4124521.313,5570175.781
1770176,2424396.688,2849430.523,2910715.25
914779.8125,999620,8839965,6243350.5
1574708.5,1965498.875,1676943.875,1904449.125
885681.625,760544,4032935,4506443.5
731742.375,985847.5625,2699858.938,3078208.594
6540139.938,7590146.313,9732562.688,10194519.38
11353455.62,21491998.18,38585148.52,36169920.97
400162.6563,442790.75,88035.22656,3545394.75
,1366291.375,702883.1875,
14485874,22537132.81,2089919.375,1795109.188
12758772.75,16948284.27,31449256.3,29832611.13
118802853.4,143350633.2,359279611.5,392119267.5
8351591.453,11481165.87,117139313.9,114556282.4
77627.00977,136322.1953,4489388.219,4725581.625
590978.125,880360.625,1957964.375,1951719.75
37244186.04,46783337.55,222210211.2,230057393.9
9947590.625,13206091.38,4248105.688,3973560.813
3682246,5283359.063,30100146.38,31666642.44
11678622.6,11819845.39,15610105.41,18109404.8
,,294601.6875,428170.125
12145413.5,11801164.33,42467310.94,47706619.88
29297432.45,38056101.83,63668775.88,73121995.06
,,169440.3906,224695.6875
81211790.58,83962640.95,181015734.2,194608403.1
2746438.75,3884559,307825.875,1083351.156
,,1333312.75,1375884.875
,,31125046.5,30558498.75
1188220.25,1709259.625,,
1222796.781,2039992.531,1003389.961,1097228.844
13636825.06,19449490.5,2547450.578,2031434.25
4642498.625,6766783.25,907965.3438,508261.1563
11014808.87,14559181.75,1487251.625,2006300.875
1865653.125,2145763,64952.06641,98991.34375
1947163.5,2604214.5,,583764.5
9727205,15724900.5,1993744,2163210.25
1681799,2666621.25,,
4726499.25,5999518.5,547806.125,708425.0625
165680.6406,314626.0938,,
9027000.375,1378906.625,1182393.125,1471627.75
2432800.5,5351837,29464.46289,18650.87891
7396291.5,9109093,275861.4375,338158.0313
10279598.38,15513579.72,3750440.484,2604500.234
8204081.063,10486307,1812079.719,2129132.781
24286624.14,35671799.28,1149610.281,1038967.633
23117009.98,32649327.95,9042754.787,1191728.316
5704152,9359135.75,880354.0625,1552222.125
3367383.656,7040473.219,215784.5625,170571.4063
5722247.75,6466161,3743614.75,3383896.813
12704401.25,11296682.75,1970844.992,2535694.158
20514696.19,29037898.5,29333036.8,38909611.83
27633280.25,35912624.09,51542518.75,51083065.88
5176191.5,8506175.5,1051797.453,873362.6875
5231752.125,7532502.25,3709688.938,4674154.203
5507432.703,8298376.969,4889303.719,4571683.039
11895211.59,14626578.69,18280160.38,21910927.09
4386675.5,5565265.5,,
503199.3047,914167.5156,6145969.313,5397243.938
,,125660.0625,119103.4375
3221982.75,4397872,1856986.438,1053145.75
9172435,12905005.73,10062030.77,10842319.13
11449322.38,14264568.5,18645769.13,21727918.88
852430.4688,1718697.375,3867510.438,3900409.375
1942227.375,2204369.5,4350584.668,3934287.25
728643.25,1036307.375,1245573.75,1646969.375
699725.0625,608760.875,1997045.625,2097127.125
1761369.5,1806087,1253429.125,1089957.375
,,7091386.75,7775935
361831.0938,613347.625,,
161803.1543,,2662868.375,3297283.438
,,,
1007194.938,,,
23782.97266,25918.29102,1434911.25,1384381.375
1778365.949,8748228.586,47440244,47731734.88
31453.05664,41996.48828,5785919.375,7483215.25
1127119.75,1999669.5,269048.625,260789.7031
47092506.93,65830476.89,56157906.81,64447866.36
387042.2813,672067.25,928204.4063,589988.9375
,5767.812012,424294.2813,412042.5625
13724473,17593410,9385692.75,9427385
,,2995706.906,3619722.438
5033707,6574810.125,6428024.25,6656037.75
2719209.5,3246502.25,2363676,3573302.5
4918088.875,5854843.313,24705299.88,35277981.38
35002037.19,48461432.31,425802.6484,348316.7188
82340.97656,106440.9453,1996746.875,2010515.875
2455385.75,2763788.25,,100298.8828
71271.53906,93502.01563,784639.875,1019875.375
1897984.5,2309593.5,1889870.625,1800180.75
,1951975.5,,80623.97656
902128.25,1445593,170049.4531,240146.0156
1191347.5,2852454.5,1714291.5,2024298.125
52611792.71,71607405.52,19291511.48,19376831.06
,,277610.375,284163.5313
3604241.082,3478274.984,77190210.91,81698190.13
7387.589355,11842.43359,1135987.75,1100897.875
,63808.80078,1560522.5,2185256
508603.3125,753389.4922,11820047.75,11818865.78
128741.9453,114482.7578,436258.875,511183.5313
260744.7969,448053.875,406210.0938,489815.9375
,,111506.7578,2686060.75
9672596.156,13984644.78,3615404.5,3391775
18189761.63,23283253,9153175.25,8552826.75
24831.95117,54939.86816,10759058,11571646
3851885.438,5432487.875,1980532.215,2045693.395
5749333.125,7259558.625,2820700,3074416.25
4699538.969,10617920.06,2153733.246,2759163.25
2107771.016,3667332.031,689190.1719,687162.5938
985100.75,1764718.375,,174655.5781
12723.84473,19226.33398,2485834.313,3011660.063
1898336.125,2713072.75,1472382.984,1598134.813
12422329.25,17690481.67,17619748.17,16633417.61
378894.75,374437.875,1695003,2044321.188
1520409.125,1964736.375,,334020.5
1147717,1122430,383240.0625,364358.0313
112825.6953,146255.0938,2049161.5,2113993.25
864485.8125,1287908.5,414833.125,427868.4063
1528983.637,1789451.359,14398538,15392364.94
19840299.63,25638186.75,5190156.531,4640414.992
219027.6563,505340.4688,49826.72266,34081.79297
59281919.92,80709853.2,551962934.8,593711874.5
8872207.689,14713012.64,6754211.055,7359722.148
,650067,231579.8281,441959.1563
14757698.13,15617980.72,3661490.877,3800332.37
2951623.02,3846619.953,11117531.81,14684165.73
3187006.363,3577370.133,20261444.44,21225414.94
688441.2773,695498.8027,4393756.563,8553398.188
439849.4688,671544.3125,684714.6875,629049.0625
293036.375,466774.4063,585893.375,659910.875
1870734.375,2493509.25,2310222.25,2315705.5
2430726.5,3172386.5,7471591.625,7735052.375
56809416.68,73517770.68,54636168.79,48762972.29
4744647.492,6634857.5,3221872.438,2948585.938
6847974.688,8080614.25,12457416.52,13712373.32
2834404.609,3884533.563,32652760.19,38075636.59
,,3644979,4490720.25
159233527.3,204953198.8,662523845.2,689378820.9
389682116,536560089.6,4836599610,4888259184
3700063,6968667.688,20123821.13,25931535.13
415616424.1,595349894.7,1374546729,1674861340
11885772.44,14430412.31,30624451.48,36498640.19
1217306.383,1757885.828,2970945.375,3392138.875
2942427.922,3925045.688,1881536.563,2793524.125
3868366.141,4587494.031,1294830.916,529096.4629
289158.9688,308975.0938,45318.90625,63592.19922
1170699.375,1384741.375,,300127.5313
1387046.5,1797207.125,,
6503452.063,7379069.438,6236575.125,7135937.938
1503534.375,1122116.5,4860753,4962034
21212918.97,26661257.56,14316141.73,14775836.86
56562.83203,38670.46484,3308651,3864452.25
280352468.8,382818306.1,368952833.4,372883194.3
4330970.625,4853904.25,3830753.25,3814411.188
58866658.62,72474447.69,168363490.2,187771718.4
,,248212.5313,199711.0625
20302217.12,24420698.42,26395785.75,32150028.98
26864340.47,30834200.55,34391501.88,37033734.06
2696839.25,779435.125,641988.625,
1443560.875,1556621,4047148.25,5340446.031
209527.9219,165591.625,2272791,2312818.75
60669.27344,65204.45313,862657.125,752757.125
30089880.5,42392199.88,7554392.912,7508624.395
105435.3281,153016.0156,2304719.813,2790883.75
28756483.88,31577158.44,3608280.422,6029702.336
,,1003377.25,1184665.125
2176313.539,2691390.5,4396002.75,4117937.281
59402.83203,105785.1328,562512.6875,590598.5
,,1362970.875,1392558.125
1696950,4655159.375,720716.5625,506536.0625
1228274.875,1710772.938,14297298.13,14267540
,,,
620659.8125,998922.6875,1541483.5,1887933.25
2845308.615,3900541.563,10202785.34,11889656.63
,,492424.0938,528719.125
21403270.64,28782214.08,27384703.02,33798526.89
3095565.906,2472675.438,25358729.06,27649810.5
395457.7188,2338642.625,3495470.5,3860495.156
9130460.461,12130316.97,7349611.752,8501891.313
1272874.25,1184664.75,1514817.364,1370450.042
15210661.69,20787846.88,1339620.281,1548303.828
2839155.313,3890016.625,2359098.852,2287031.25
4918907.938,6842013.375,1916886.242,2237086.547
3515931.641,5951239.766,8237513.521,8398559.047
,2426591.5,3307509.813,3515952.375
472461.6563,692897.75,284490.125,358503.75
18084805.88,23457674.13,11397617.75,13946859.25
33151066.38,49849866.54,80919910.39,92833744.25
74032970.16,92833877.58,52216105.01,54686615.18
2051607.25,2285584.182,5305612.188,4670141
6122759.814,7345699.438,32792013.25,34950180
3824089.25,4881719.5,4838261,6253533
9407660.5,11587895.5,2920193.625,2718573
709783630.8,903983937.8,399982318.7,453899967.9
13022388.88,16782238.63,34425.16797,271190.0723
3719035.25,7074460.25,3698178.781,3542388.75
,,2581342.75,3152950.75
3541324.453,4904249.391,4500120.25,5643459.625
1866768.313,2623278.141,12120132.08,12660231.25
8960949.688,12055947.38,6205848.5,6716370.5
4355190.625,5211653.25,1860684.813,1311448.125
122110.4141,152910.5576,4145175.625,6102314.375
,,2749029.5,3211597.75
918007.5,1464511.375,,1130534.375
2628284.172,4366261.93,28688672.13,33168170.88
513407.9063,241730.3594,,
495751641.5,665617374.8,1119367961,1187420005
146865034,206070541,195213273.4,201072608.4
91522914.22,118459603.2,184102621.4,199349115.8
164420807.1,235100714,99158661.14,99753307.18
,16693.49609,3816961.5,4872428
5741596.438,8675133.938,15333511,12966992.63
59951.00781,120774.0078,534041.4141,680074.2031
,,3473879.75,3877935.75
23806676.17,29548365.1,128322134.5,148875525.5
1097518.375,1567653.625,,202069.0625
25664026.71,32518467.61,76992981.78,79431387.5
,,,
,,,496750.8125
12671085.18,11756735.21,127089193,144704492.4
19906450.3,26359546.53,95620625.03,105657596.4
9931684.756,10502353.92,19659161.49,20232177.47
2125932.188,2742905,,
,,4823510.063,6363425.063
117752019.5,155270406.4,16278034.74,17941335.55
490892.2813,843070.1875,460638.75,433281
3369264.646,4192737.811,25525174.8,28636987.89
127514.25,138223.4844,1648198.25,1784081.375
7632108.25,9296384.5,1047740.5,1412977
2453275.656,6430618.188,1663783.5,1695587.125
27232470.44,36891836,2733102.902,4016882.016
1590457.969,1613915.906,1244436.148,1568277.813
280602146.4,336883927.5,95259365.28,104809263
252634968.9,316869361.5,57435061.67,66479637.83
,,,
48894.64844,113018.4609,596680.9375,601917.4375
544629.1875,1253096.75,79756.85156,82464.08594
2181372.492,4440417.609,2957371.875,1931256.563
64428652.48,85895439.29,69404715.07,72873905.41
505946.6709,1019005.121,13216091.25,14493199.63
44528.40234,65933.59375,834850.2813,927972.0625
,,5927605.5,7127069.875
37729.67188,48574.02734,1149681.656,336067.9375
1094887.52,1804596.715,5495347.188,6347298.438
121733614.5,164677992.5,118352563.7,119983499.7
7948648.25,13060647.75,6587775.672,6534995.078
2012239.125,2643043,,
,,3325242.281,3399717.844
,,1513186.375,1414975.5
,,,639143.875
19064424.33,22978971.44,4867869.859,5002408
9605169.328,10429618.56,2315953.414,2517784.148
29103815.26,42642021.74,108098388.4,114497001.2
98180.10156,139273.0156,38971.17188,64806.01172
66629510.97,91082904.97,34926560.38,37383595.8
6661035.125,7771553,7223513.375,8563999.25
17121002.55,29542534.13,15502295,16414679.81
23392276.13,32057720.16,27333377.19,31070024.57
248588.875,485400.9688,342471.125,507059.4688
1198001.313,2004578.938,5459138.813,7130804.688
13519828.15,12893336.85,61091935.42,61461316
,,282541.1563,216271.8594
1330782.625,1735359,2666479,2644689.5
1377349.938,1812659.438,2810687.344,3441051.781
607814200.6,778990356.9,2470798034,2733128104
265515.9063,597526.7109,4594839.75,5154458.438
159023.8125,274167.5728,3066781.063,3035605.688
84114020.5,121642304.8,178673217.2,211808284.3
219050.7969,253687.1875,4291782.313,5677415.563
84139180.89,119383248.2,227660747.5,267269940.4
35307742.34,47484464.5,48955168.01,54757146.92
,,290499.3125,361382.3438
129148463.1,174238506.6,1160049476,1221160369
19113805.06,19258046.31,87471647.97,87229589.72
69245.84375,121047.7813,344445.125,575967.0625
26640836.48,33049115.78,299606726,306790375.5
91364.00781,98728.44922,197363598,194286500
1040594.438,1440844.75,1673651.125,
9567721.25,11654642,12691462.5,14531746.5
920503.2773,1780087.172,16735119.91,20361663.81
269203.1348,338844.2109,4832063.719,5017126.938
1111078.5,2032945.25,,
14105802.47,18461479.34,66294890.45,76722779.96
3390387.809,3826955.672,24064622.06,22445914.16
198894364.3,271140629.6,782787523.8,844516853.1
,,4700297,5459145.25
8263503.422,12918939.44,861051.9141,118302.7422
1669309.125,1779787.25,747378.625,683722.9375
1886741,2319746.75,1269650.375,1855290.375
,,,
,,1205459.25,1753994.5
291580,303916.5625,706574.8125,751972.125
2862765,3367218,2181744.5,1978770
11845669.25,12387554.5,7840400.25,8494901.625
4201747.484,5776906.875,3790359.656,3883998.75
,,876420.5,1006495.875
135285.2813,99195.75781,446717.875,423666.7813
5489721.75,7866290.25,15693304.5,12709385.66
26467365.5,35812999.5,15891075.81,21648132.84
,,3250995.563,3865248.563
5219291.486,6776945.043,30802820.13,36167675.38
,,6451375.5,8484964.5
131740723.9,174057865.2,489072188.1,555722455.3
769571.1875,1142136.938,1234880.438,1424631
9286125,11116827.75,10375449.63,11735728.69
26874272.62,26133772.26,216051426.6,248725396.4
80830319.38,102202896.7,702384729.9,758427440.7
3124148.063,3757757.5,10802544.97,10985882.06
355480.1563,538644.875,3537251.875,3454394.125
78628728.01,107874689.5,267030293.1,310452825
6139865.711,7991372.688,28855343.25,30341095.28
210529.2188,473955.3125,1849840.875,1638608.875
,,3952469.125,5829304
6611812.164,8850502.59,11094629.19,11874384.78
2620669.969,2358021.148,42950614.52,49921840.75
2016836.836,2924520.563,18659075.99,20579919.47
,,3599461,3418459.25
12196971.72,14869654.35,9841648.214,10814296.97
18563975.64,6768736.063,29227970.44,33440443.19
13181947.2,18709291.38,2241876.07,1582372.242
2713903.367,3218577.063,15213364.13,15573080.25
23480393.21,32391203.06,36977359.72,41705061.34
433370.6719,967584.75,2689882.25,2846164
21744583.11,31424098.54,150173883.9,151069694.4
18110089.31,26893737.88,14189240.59,15630202.97
,347638.75,8558265.75,7769832.75
6083497.25,9508947.611,43246751.78,46876804.3
26606054.53,37922996.3,94640950.14,108303253.2
5755396.75,7196876.984,39696052.08,44190714.55
284025.7188,361330.7188,1429027.641,2244540.344
14845597.14,19053496.74,116351425.1,126008182.3
63498.02734,83274.21875,709466.8125,836762.75
336478.125,444082.9688,10394164.06,6966308.75
28413.92578,,747873.875,851260.4375
3344220.5,3781852.875,,
927120.8125,671811.6875,3424451.781,3935807.063
275217.2188,391716,1257595.313,1252264.063
145874.7031,96893.97656,906101.9375,1061274.719
1721578.184,2678207.313,10220407.13,10347396.25
,229975.8242,2371104.719,2411003.313
1168138.5,2271705.25,,
4200983,4583740.5,959929.1738,983425.2656
353748.5313,682509.25,2052750.156,2353629.5
333004.5938,651465.25,75172.84375,92844.28906
2288424.5,2775372.75,1116887.625,840531.375
2573807.25,3357789,1619635.5,1851630.625
3875304.797,6084630.773,42840598.47,47835003.13
5134451.385,4129108.996,52110828.34,59004479.28
4783094.313,6692258.469,11078923.63,14164948.44
7312824.125,11282186.56,8767062.938,10811739.13
302573193.5,376790712.7,104400513,112438329.8
618065.0625,1376632.25,109028.8672,83646.14063
21764747.19,26046474.58,8416257.813,9947420.406
9548594.75,13317212.52,11279972.72,11442406.2
22829021.34,28369654.25,26426815.89,28590127.3
9390481.125,12029591.27,5718306.531,12725092.44
200683475.5,279417163.8,83319605.27,101258522.1
159986366.4,189941055.3,51869012.02,49108168.25
82324822.44,109889534.3,56550316.13,64397671.64
,,1039148.313,1460242.75
140647705.3,184156489.5,849773360.8,913324249.3
,,1915327.875,2278151.5
,,222281.5781,259921.6875
3555457.469,4792372.25,4315653.773,3741129.969
2978904.375,3819009.547,12999300.63,16563140.36
,,842190.1875,960145.6875
,,389636.25,550577.9375
519935.2813,674130.4375,102947.2031,
,375585.5313,3927018.063,3917113.453
4970529.625,6156889.75,2250938.875,2743328.875
22969610.83,28786372.28,14596136.28,14598479.67
2587748.5,3362971.125,11687684.75,12733561.88
1633786.594,2303117.12,28916270.91,32628679.25
,1041522.25,2384729.25,3827871
21147986.53,25024857.34,25576957.88,25733562.28
6122700.063,9624187.879,26462517.19,23479448.13
5795223.875,7454647.328,10229281.6,9638415.762
54469.39844,,14194349.51,16021000.8
10448792.67,13160092.73,57116210.05,62984054
1490259.938,957088.8125,5131401.625,6043092
851680.125,1074508.375,6237127,5728954.5
452150.5,651559.75,4606403,5169724.5
354532.4688,764120.625,270881.6563,201897.375
,,,
6226854.094,8061089.656,,
57674538.16,68713468.49,517484764.3,521904260.7
79677249.71,99253278.21,721602234.5,638575169.6
23948359.88,29389558.51,234675064.1,265448767.3
36924428.26,47590915.06,326163423.7,291013219.6
54177069.11,68601100.22,304808167.5,317665852.8
44144664.3,58494250.24,221793679.9,230967786.5
42186750.13,55213955.24,423060551.9,472241401.9
2597257.793,3105200.773,145520380.6,155016002.3
33883338.19,38759424.52,535265421.4,564758488.9
11400522.79,21250404.06,264136791.6,313769716.4
19306786.33,25376952.99,204813520,238338603.5
26869827.02,30974017.92,212518512,197484236.7
45122278.95,55038682.66,312566435,318363387.1
22412333.98,31153754.6,193519519.6,219741528.1
7893788.813,11529723.69,7316263.313,8267776.563
123453.582,471525.7656,1208158.094,1075989.656
431434.7188,,,
9918887,16366404.25,3217856.188,3037181.313
262438.3125,715192.6875,1663869.5,1864478.125
191504.9219,,,
19101825.03,23399682.81,101729895.6,113720938.2
17282336.4,23318236.4,151167240.4,159693831.6
,,,
,,322762.6875,482981.8906
1884476.602,1125256.414,8894357.375,9987533.375
7680885.195,8432594.57,22025625.81,25570622.18
1741975.75,1722494.125,135321.8906,166606.9531
19013900.69,22097022.45,30349341.94,35911986.22
6364643.277,7884917.766,2462006.25,3331765.188
278491.3125,542240.5625,741584.5,1115229.625
4570932.953,6656835.412,46569111.72,43102223.31
921197.125,1378592.625,980590.875,
46018918.98,57116648.91,50968983.88,50203174.75
1379949.047,1598962.484,2612096.375,2902166.656
,,545766.0625,658773.5625
,,21872775.53,32134565.59
177628718.2,238001794.8,272405474.2,311707265.3
1680064.875,1962292.5,3294880.75,3557035.75
139072499.2,170748502.8,203649505.9,214691273.7
50818789.3,83029918.64,281179052.8,295307696.2
66350.9375,23524.54883,3560284,3313814.5
3151093.75,4376978.5,477167.1875,6289186.625
16534005.2,16426522.51,12318169.13,15629863.63
87518.76563,280963.5938,708027.3125,899050.125
10072178.5,8519397,73778.86719,720039.8125
5387876.5,5866971.25,3090840.25,3136065.5
54585.64453,46686.22266,829343.5625,1165787.25
5247039.012,5779909.875,27447462.16,28942527.88
5932001.406,6520312.414,28080285.97,29474874.16
,,332905.3438,396313.2813
4882965.057,6859138.152,24575728.57,27033182.39
,,2926249.5,3609666.25
1594126.336,2987341,6460449.094,7838325.969
,,760327.375,931488.5
294390.375,252528.875,1132071,1143366.5
466653.375,750753.8125,2550678.25,2562125.25
,,254890.6563,391379.4063
,,1257080,1819150.875
3441954.375,4972870.762,39892689.7,48710635.6
372137.1875,1701871.75,3403615.25,3506545.5
2917041,3921287.75,,
,,10437737.13,13508704.69
760576.0146,854944.1621,8799498,11655308.25
797967.7783,16664.50098,12071204,14266948.75
3044854.113,5822419.633,85665043.5,85076448.25
463461.875,430256.0313,378895.1875,286314.8438
534506.8984,1370804.875,275077.5,992255.5313
23701.90234,36703.00391,385517.2813,351296.375
,,1367781.5,1487559.375
12726640.89,16153813.06,946419.1875,1096372.781
4465420.344,5383954.625,1233447.375,
48731.82422,34242.09375,360694.5,354002.5938
157327.4688,166696.1875,1532518.5,2005860.473
373438.0313,394886.2188,1520573.5,2007875.75
593040.375,859389.7188,19106574.88,21258502.13
1510181.375,2127280.5,,4189157.5
2548072.75,3394135.125,852510.625,1120821
2597314.25,2989738,11668717.25,11065283.38
2812971.938,3318831.077,2530904.922,2830278.891
3782505,6203050.5,,
5212165.5,6196360.875,642047.5625,
4401965.5,6317265.563,3731051.375,3036270.5
,,612545.9375,582133.875
16405955.44,20021117.66,166117907.5,200580107
,,2024792.25,4570397.25
1445096.617,226380.8398,36918434.94,40232298.94
2136444.047,2902810.328,2686896.469,4093188.813
116412763.5,150952083.1,178130556.5,191603387.7
1593215.563,1782157.883,6207564.656,5855227.563
39303492.87,52741121.15,934566520.3,1075965152
3637778.438,2761205.25,1162377.625,1270046.617
941243.875,1273537.25,9494558.375,9020690.313
5654294,9512631,564700.1875,609246.875
435127.8438,148181.8906,,
4410615.563,5151163.5,1284934.672,1014900.969
434506.416,554439.1094,22790343.47,22999098.72
5824034.25,8629464.75,9413332.438,11733659.94
32136396.67,38288234.27,39713839.39,45365070.85
118509.3828,53126.32813,529279.4688,747239.75
343876.0313,328143.6563,2089321,2096250.25
103178.8672,167858.5391,541793.1875,611157.1875
525234.1875,1129885.875,4576517,5269844.25
474248.5938,1037479.313,104124.125,107083.6719
7015270.5,8737398.25,7235226.875,7115542.375
107609.8672,230363.1875,1323264.281,1195583.391
14710178.55,17877771.13,71447181.37,55961537.31
79459.75,106696.3125,552475.875,704071.5625
11985.04785,,315493.6563,268600.625
1826051.893,1707797.539,12287213.84,17103816.34
5525832.147,9087012.426,24223837.27,27537223.67
21050720.06,24144721.53,35876388.72,41849366.52
1729724.375,7435355,3370550.5,5081522
,,2346468.75,3405254
268662.9688,608927.4375,3843978.516,5007308.219
,,9139251,8856156.5
442005.9551,686629.4336,5015899.594,6335134.938
64197992.39,95896514.55,25925994.15,29360002.12
47217668.72,52003995.78,9968149.766,12376139.64
323658.7813,561711.1875,453326.2188,505234.8125
23579321.42,29756655.01,148467302.4,171193349.8
9900881.969,9513019.82,45089430.44,46827277.31
1255115.031,1594288.781,9648900.625,9360806
267366.125,460204.8438,222819.125,272019.3125
17760398.59,24257336.51,26592952.92,29517707.16
56333318.3,75512493.63,154624875.8,33922750.29
4830225.346,5718127.41,73362122.12,82239859.67
38147522.5,46361517,22982715,27448495.75
11827797.38,16540279.25,1465593.697,1800736.539
20897809.44,25707065.38,70303267.11,73059848.32
,,,
228576186.8,306227235.2,22508923.57,21499004.93
,,,
,,285920.0625,163663.0938
572562.5,689616.25,3126404,3246681.75
,,325506.5,782418.625
,,288318.3438,405262.4063
290347.9766,399759.8164,7214620.75,8439199.75
1793377.563,3031457.672,26416273.06,30123591.56
42852701.36,53319673.69,73192382.84,78496512.64
59750905.52,77345597.07,59590710.16,61951422.25
2481028.25,3213962.5,,
,,,
13188805,16561829.25,4368071.656,4322072.688
1478611.813,2318766.313,1760440.906,204235.1875
8219328.75,10888142.75,1295213.813,1667226.625
439814.125,726888,429886.6875,442757.125
1175428,2109144,,
31604101.31,42378191.84,5413837.438,5951967.625
21842426.09,27722239.06,3537268.859,3189543.928
1897197.375,1398535.5,1900216.625,1886254.5
2151194,2940273.25,233242.6875,233362.7969
81585722.34,105596404.3,23677754.06,29847181.72
1263549.625,2218794.5,1367475.75,910738.8125
50332160.53,65530968.7,20454391.36,23966617.75
783217298.8,973275918.1,603130056.3,656197702.1
2017185.5,3233712.188,5659864,7747582.625
10779201.06,14272557.44,2607700.375,8915139.625
67578320.09,93313485.63,51163220.95,56200129.58
976914.7539,1422742.623,2849531.031,3502239.5
306499.875,,4970226.25,5868051.875
571229.1094,1287864.313,2006711.191,1956632.824
4235232.137,5942297.561,18836510.09,18066019.82
1944241.25,2875910.75,7154018.5,8626615
,,2601896.75,2157894.75
975797.25,877282.5625,3721469.063,3709254.75
2618284.938,2850954.391,39514911.94,41989810.5
23122910.13,27751445.5,47630206.94,52409236.78
1217658.625,1943932.125,5672609.75,5770877
32730.67578,54976.42969,582084.6875,697859.125
96874.29688,152712.5781,3673095.875,4468530.875
20891809.74,27559951.8,20322588.8,20275715.84
163602.4063,,10180854.02,11729293.17
3817997.219,5251977.188,2956477.797,3282141.219
2400036.492,1925501.291,19745127.78,20172541.59
112410200.6,143248882.4,32284384.47,42330164.93
49834543.11,67983840.55,259393776.5,260948070
980833.6016,2011822.154,23931213.81,25598091.28
27501052.53,38590533.41,57244821.38,38586441.15
1146627.5,1089152.125,3244082.625,3049656.813
477281.2109,963773.8809,1328868.75,1339932.594
11842559.39,14477057.16,28479340.56,26944542.73
7247956.242,6910975.641,29362574.22,28858844.66
,,30374030.94,29955681.78
61595081.66,81402478.98,244519139.9,266592305.6
1205559.188,1349198.406,4215195.941,4431445.293
79730.24414,84296.84766,11778793.97,11587090.59
,,,
19938842.34,23912015.31,37156617.86,39607002.59
2482738.5,3717676.25,2668818.25,3572281.5
213458.4844,543482.125,7838685.75,9265570
1919072.75,2287808.75,2406735,2506982.5
